SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,TRADED,TRADE_PHASE,TEAM_ABBREVIATION,IS_POST_TRADE,TA_BPM
22023,201142,22300854,2024-02-29,PHX vs. HOU,W,40,8,19,0.421,1,3,0.333,7,10,0.7,2,5,7,6,0,0,3,1,24,2,1,Kevin Durant,False,Pre,PHX,0,8.7
22023,201142,22300870,2024-03-02,PHX vs. HOU,L,39,12,19,0.632,1,4,0.25,5,8,0.625,2,7,9,2,0,3,6,1,30,-5,1,Kevin Durant,False,Pre,PHX,0,9.55
22023,201142,22300878,2024-03-03,PHX vs. OKC,L,36,6,15,0.4,2,4,0.5,6,6,1.0,0,4,4,3,1,1,5,2,20,-9,1,Kevin Durant,False,Pre,PHX,0,6.149999999999999
22023,201142,22300893,2024-03-05,PHX @ DEN,W,44,14,34,0.412,3,8,0.375,4,5,0.8,0,8,8,5,0,2,2,1,35,14,1,Kevin Durant,False,Pre,PHX,0,12.399999999999999
22023,201142,22300905,2024-03-07,PHX vs. TOR,W,35,11,19,0.579,2,5,0.4,11,12,0.917,0,3,3,1,1,0,4,1,35,8,1,Kevin Durant,False,Pre,PHX,0,10.249999999999998
22023,201142,22300920,2024-03-09,PHX vs. BOS,L,37,18,26,0.692,4,7,0.571,5,7,0.714,1,9,10,6,1,0,6,2,45,-1,1,Kevin Durant,False,Pre,PHX,0,14.8
22023,201142,22300934,2024-03-11,PHX @ CLE,W,39,14,26,0.538,5,10,0.5,4,5,0.8,0,8,8,6,1,0,3,2,37,13,1,Kevin Durant,False,Pre,PHX,0,12.85
22023,201142,22300955,2024-03-14,PHX @ BOS,L,34,9,19,0.474,1,3,0.333,1,2,0.5,0,3,3,1,0,1,3,1,20,-17,1,Kevin Durant,False,Pre,PHX,0,6.0
22023,201142,22300961,2024-03-15,PHX @ CHA,W,38,5,15,0.333,1,6,0.167,2,2,1.0,0,8,8,5,1,0,3,1,13,-2,1,Kevin Durant,False,Pre,PHX,0,5.45
22023,201142,22300976,2024-03-17,PHX @ MIL,L,41,4,10,0.4,1,3,0.333,2,2,1.0,1,8,9,4,3,2,1,3,11,-11,1,Kevin Durant,False,Pre,PHX,0,5.699999999999999
22023,201142,22301002,2024-03-20,PHX vs. PHI,W,36,10,18,0.556,2,6,0.333,0,0,0.0,0,8,8,4,0,3,4,1,22,1,1,Kevin Durant,False,Pre,PHX,0,7.9
22023,201142,22301010,2024-03-21,PHX vs. ATL,W,37,5,15,0.333,2,8,0.25,7,7,1.0,1,3,4,2,0,3,5,1,19,0,1,Kevin Durant,False,Pre,PHX,0,5.75
22023,201142,22301025,2024-03-23,PHX @ SAS,W,31,12,16,0.75,1,2,0.5,0,0,0.0,0,4,4,4,3,0,0,0,25,31,1,Kevin Durant,False,Pre,PHX,0,9.200000000000001
22023,201142,22301039,2024-03-25,PHX @ SAS,L,36,12,17,0.706,4,6,0.667,1,2,0.5,0,8,8,6,1,0,3,2,29,5,1,Kevin Durant,False,Pre,PHX,0,10.449999999999998
22023,201142,22301059,2024-03-27,PHX @ DEN,W,38,12,20,0.6,3,4,0.75,3,3,1.0,2,11,13,3,0,5,8,1,30,11,1,Kevin Durant,False,Pre,PHX,0,10.049999999999999
22023,201142,22301069,2024-03-29,PHX @ OKC,L,31,10,17,0.588,4,7,0.571,2,3,0.667,0,6,6,1,1,1,3,2,26,-15,1,Kevin Durant,False,Pre,PHX,0,8.35
22023,201142,22301092,2024-04-01,PHX @ NOP,W,41,7,19,0.368,3,11,0.273,3,3,1.0,1,6,7,3,2,0,3,2,20,13,1,Kevin Durant,False,Pre,PHX,0,7.1
22023,201142,22301110,2024-04-03,PHX vs. CLE,W,36,13,23,0.565,3,7,0.429,3,4,0.75,0,6,6,7,1,0,4,2,32,11,1,Kevin Durant,False,Pre,PHX,0,11.0
22023,201142,22301125,2024-04-05,PHX vs. MIN,W,35,9,14,0.643,1,4,0.25,3,3,1.0,1,5,6,6,1,0,1,4,22,22,1,Kevin Durant,False,Pre,PHX,0,8.549999999999999
22023,201142,22301138,2024-04-07,PHX vs. NOP,L,38,8,22,0.364,3,8,0.375,4,4,1.0,0,4,4,6,0,0,0,1,23,-12,1,Kevin Durant,False,Pre,PHX,0,8.7
22023,201142,22301156,2024-04-09,PHX vs. LAC,L,40,8,22,0.364,2,5,0.4,3,5,0.6,0,2,2,2,2,0,1,2,21,-14,1,Kevin Durant,False,Pre,PHX,0,6.95
22023,201142,22301165,2024-04-10,PHX @ LAC,W,37,10,21,0.476,2,9,0.222,2,2,1.0,0,9,9,3,1,2,4,0,24,8,1,Kevin Durant,False,Pre,PHX,0,8.449999999999998
22023,201142,22301185,2024-04-12,PHX @ SAC,W,42,11,20,0.55,3,7,0.429,3,3,1.0,1,4,5,3,0,0,3,2,28,-4,1,Kevin Durant,False,Pre,PHX,0,9.0
22023,201142,22301194,2024-04-14,PHX @ MIN,W,38,6,14,0.429,1,3,0.333,2,2,1.0,2,2,4,1,2,1,4,3,15,30,1,Kevin Durant,False,Pre,PHX,0,4.6
22023,201566,22300074,2023-10-25,LAC vs. POR,W,29,5,8,0.625,1,2,0.5,0,0,0.0,2,3,5,13,0,0,3,3,11,30,1,Russell Westbrook,False,Pre,LAC,0,5.9
22023,201566,22300085,2023-10-27,LAC @ UTA,L,37,2,4,0.5,0,1,0.0,0,0,0.0,1,8,9,4,1,1,5,4,4,-4,1,Russell Westbrook,False,Pre,LAC,0,2.3
22023,201566,22300099,2023-10-29,LAC vs. SAS,W,27,8,13,0.615,3,5,0.6,0,3,0.0,1,7,8,3,1,1,2,3,19,30,1,Russell Westbrook,False,Pre,LAC,0,7.2
22023,201566,22300114,2023-10-31,LAC vs. ORL,W,33,8,16,0.5,0,4,0.0,2,2,1.0,0,6,6,7,5,1,3,4,18,16,1,Russell Westbrook,False,Pre,LAC,0,7.549999999999999
22023,201566,22300127,2023-11-01,LAC @ LAL,L,44,9,21,0.429,3,6,0.5,3,5,0.6,4,7,11,8,4,0,6,5,24,-8,1,Russell Westbrook,False,Pre,LAC,0,9.35
22023,201566,22300151,2023-11-06,LAC @ NYK,L,31,8,13,0.615,1,3,0.333,0,0,0.0,0,4,4,4,0,0,4,2,17,-7,1,Russell Westbrook,False,Pre,LAC,0,5.499999999999999
22023,201566,22300160,2023-11-08,LAC @ BKN,L,31,6,18,0.333,1,5,0.2,0,0,0.0,3,4,7,8,0,0,1,1,13,-5,1,Russell Westbrook,False,Pre,LAC,0,6.3
22023,201566,22300014,2023-11-10,LAC @ DAL,L,20,5,11,0.455,0,1,0.0,4,5,0.8,2,3,5,2,3,0,2,1,14,-26,1,Russell Westbrook,False,Pre,LAC,0,5.15
22023,201566,22300179,2023-11-12,LAC vs. MEM,L,31,5,13,0.385,1,4,0.25,1,2,0.5,1,8,9,5,3,0,4,3,12,10,1,Russell Westbrook,False,Pre,LAC,0,5.249999999999999
22023,201566,22300024,2023-11-14,LAC @ DEN,L,24,4,12,0.333,0,1,0.0,0,0,0.0,1,5,6,3,2,0,3,3,8,1,1,Russell Westbrook,False,Pre,LAC,0,3.3499999999999996
22023,201566,22300037,2023-11-17,LAC vs. HOU,W,17,2,9,0.222,2,6,0.333,2,4,0.5,0,3,3,2,0,0,2,1,8,-9,1,Russell Westbrook,False,Pre,LAC,0,2.75
22023,201566,22300223,2023-11-20,LAC @ SAS,W,25,4,11,0.364,0,1,0.0,2,4,0.5,0,2,2,6,3,0,0,1,10,7,1,Russell Westbrook,False,Pre,LAC,0,4.8
22023,201566,22300235,2023-11-22,LAC @ SAS,W,27,3,8,0.375,0,1,0.0,2,2,1.0,1,5,6,7,2,0,4,4,8,3,1,Russell Westbrook,False,Pre,LAC,0,3.8999999999999995
22023,201566,22300052,2023-11-24,LAC vs. NOP,L,14,1,8,0.125,0,2,0.0,1,2,0.5,1,3,4,2,0,1,0,2,3,-8,1,Russell Westbrook,False,Pre,LAC,0,2.0
22023,201566,22300244,2023-11-25,LAC vs. DAL,W,25,6,9,0.667,0,1,0.0,2,3,0.667,4,4,8,7,0,0,2,2,14,1,1,Russell Westbrook,False,Pre,LAC,0,6.300000000000001
22023,201566,22300257,2023-11-27,LAC vs. DEN,L,27,5,9,0.556,0,0,0.0,4,6,0.667,1,10,11,3,0,1,2,4,14,-11,1,Russell Westbrook,False,Pre,LAC,0,6.050000000000001
22023,201566,22300264,2023-11-29,LAC @ SAC,W,19,2,6,0.333,0,1,0.0,5,6,0.833,1,4,5,8,1,0,1,2,9,-3,1,Russell Westbrook,False,Pre,LAC,0,4.8999999999999995
22023,201566,22300273,2023-11-30,LAC @ GSW,L,26,5,13,0.385,0,3,0.0,4,6,0.667,6,5,11,6,0,0,0,1,14,-10,1,Russell Westbrook,False,Pre,LAC,0,7.050000000000001
22023,201566,22300280,2023-12-02,LAC vs. GSW,W,19,2,5,0.4,2,4,0.5,2,4,0.5,0,6,6,2,0,1,0,0,8,-11,1,Russell Westbrook,False,Pre,LAC,0,3.8
22023,201566,22301215,2023-12-06,LAC vs. DEN,W,16,4,8,0.5,0,2,0.0,1,2,0.5,4,4,8,1,0,2,1,1,9,3,1,Russell Westbrook,False,Pre,LAC,0,4.05
22023,201566,22301225,2023-12-08,LAC @ UTA,W,17,2,7,0.286,1,2,0.5,0,0,0.0,0,5,5,2,1,2,3,2,5,-5,1,Russell Westbrook,False,Pre,LAC,0,2.2
22023,201566,22300304,2023-12-11,LAC vs. POR,W,16,5,7,0.714,1,2,0.5,1,2,0.5,1,1,2,6,0,1,4,1,12,0,1,Russell Westbrook,False,Pre,LAC,0,4.199999999999999
22023,201566,22300309,2023-12-12,LAC vs. SAC,W,20,4,8,0.5,0,1,0.0,0,0,0.0,2,5,7,3,0,0,4,0,8,12,1,Russell Westbrook,False,Pre,LAC,0,3.05
22023,201566,22300325,2023-12-14,LAC vs. GSW,W,19,4,7,0.571,1,2,0.5,0,0,0.0,0,4,4,2,0,1,2,0,9,7,1,Russell Westbrook,False,Pre,LAC,0,3.3
22023,201566,22300343,2023-12-16,LAC vs. NYK,W,15,4,7,0.571,0,1,0.0,2,4,0.5,3,3,6,4,1,0,0,1,10,2,1,Russell Westbrook,False,Pre,LAC,0,4.799999999999999
22023,201566,22300350,2023-12-18,LAC @ IND,W,17,4,6,0.667,0,0,0.0,2,4,0.5,3,1,4,5,1,1,1,2,10,-2,1,Russell Westbrook,False,Pre,LAC,0,4.549999999999999
22023,201566,22300372,2023-12-20,LAC @ DAL,W,23,5,9,0.556,0,2,0.0,0,0,0.0,0,6,6,3,2,0,2,3,10,15,1,Russell Westbrook,False,Pre,LAC,0,4.2
22023,201566,22300379,2023-12-21,LAC @ OKC,L,30,7,12,0.583,0,2,0.0,1,1,1.0,4,9,13,4,0,0,5,3,15,-5,1,Russell Westbrook,False,Pre,LAC,0,6.0
22023,201566,22300389,2023-12-23,LAC vs. BOS,L,21,4,11,0.364,0,2,0.0,4,4,1.0,1,4,5,5,0,1,1,3,12,0,1,Russell Westbrook,False,Pre,LAC,0,5.199999999999999
22023,201566,22300414,2023-12-26,LAC vs. CHA,W,28,5,8,0.625,2,2,1.0,2,3,0.667,1,10,11,6,2,1,2,2,14,4,1,Russell Westbrook,False,Pre,LAC,0,6.8500000000000005
22023,201566,22300438,2023-12-29,LAC vs. MEM,W,20,6,9,0.667,2,4,0.5,0,0,0.0,1,5,6,6,0,0,4,1,14,2,1,Russell Westbrook,False,Pre,LAC,0,5.300000000000001
22023,201566,22300458,2024-01-01,LAC vs. MIA,W,18,4,10,0.4,0,1,0.0,0,0,0.0,2,2,4,3,2,0,2,0,8,-4,1,Russell Westbrook,False,Pre,LAC,0,3.3000000000000003
22023,201566,22300473,2024-01-03,LAC @ PHX,W,18,2,7,0.286,0,2,0.0,2,2,1.0,2,3,5,2,2,0,2,1,6,6,1,Russell Westbrook,False,Pre,LAC,0,2.65
22023,201566,22300486,2024-01-05,LAC @ NOP,W,22,3,6,0.5,1,3,0.333,1,2,0.5,2,3,5,5,2,2,4,2,8,7,1,Russell Westbrook,False,Pre,LAC,0,3.5500000000000007
22023,201566,22300505,2024-01-07,LAC @ LAL,L,19,3,9,0.333,1,4,0.25,0,0,0.0,0,1,1,3,1,0,0,1,7,-12,1,Russell Westbrook,False,Pre,LAC,0,2.95
22023,201566,22300511,2024-01-08,LAC vs. PHX,W,15,3,6,0.5,0,1,0.0,3,3,1.0,2,0,2,7,2,0,1,2,9,-3,1,Russell Westbrook,False,Pre,LAC,0,4.35
22023,201566,22300526,2024-01-10,LAC vs. TOR,W,14,3,9,0.333,0,1,0.0,0,0,0.0,0,0,0,3,0,0,0,0,6,-2,1,Russell Westbrook,False,Pre,LAC,0,2.4
22023,201566,22300537,2024-01-12,LAC @ MEM,W,16,5,11,0.455,1,3,0.333,1,3,0.333,1,1,2,2,0,0,1,1,12,0,1,Russell Westbrook,False,Pre,LAC,0,4.05
22023,201566,22300553,2024-01-14,LAC @ MIN,L,29,3,8,0.375,2,2,1.0,4,5,0.8,3,5,8,13,2,0,3,4,12,2,1,Russell Westbrook,False,Pre,LAC,0,6.85
22023,201566,22300568,2024-01-16,LAC vs. OKC,W,22,4,8,0.5,0,3,0.0,3,4,0.75,1,1,2,4,1,0,2,0,11,6,1,Russell Westbrook,False,Pre,LAC,0,3.999999999999999
22023,201566,22300600,2024-01-21,LAC vs. BKN,W,31,10,16,0.625,1,2,0.5,2,4,0.5,3,6,9,6,1,1,2,3,23,22,1,Russell Westbrook,False,Pre,LAC,0,9.149999999999999
22023,201566,22300618,2024-01-23,LAC vs. LAL,W,18,6,11,0.545,3,3,1.0,1,1,1.0,0,6,6,3,2,0,3,1,16,1,1,Russell Westbrook,False,Pre,LAC,0,5.750000000000001
22023,201566,22300637,2024-01-26,LAC @ TOR,W,26,7,14,0.5,0,2,0.0,6,6,1.0,3,2,5,3,2,2,0,3,20,-2,1,Russell Westbrook,False,Pre,LAC,0,7.75
22023,201566,22300646,2024-01-27,LAC @ BOS,W,15,2,9,0.222,0,2,0.0,0,0,0.0,1,3,4,5,0,0,1,0,4,3,1,Russell Westbrook,False,Pre,LAC,0,2.5500000000000003
22023,201566,22300658,2024-01-29,LAC @ CLE,L,22,5,8,0.625,0,2,0.0,3,4,0.75,0,4,4,3,0,0,4,1,13,-5,1,Russell Westbrook,False,Pre,LAC,0,4.1
22023,201566,22300676,2024-01-31,LAC @ WAS,W,21,4,11,0.364,0,1,0.0,1,2,0.5,2,1,3,7,0,0,0,0,9,10,1,Russell Westbrook,False,Pre,LAC,0,4.55
22023,201566,22300688,2024-02-02,LAC @ DET,W,25,10,13,0.769,2,3,0.667,1,2,0.5,1,2,3,9,2,0,2,2,23,15,1,Russell Westbrook,False,Pre,LAC,0,8.849999999999998
22023,201566,22300708,2024-02-04,LAC @ MIA,W,15,2,9,0.222,1,4,0.25,0,0,0.0,0,1,1,2,1,0,3,0,5,1,1,Russell Westbrook,False,Pre,LAC,0,1.4
22023,201566,22300716,2024-02-05,LAC @ ATL,W,26,6,10,0.6,0,2,0.0,1,3,0.333,0,5,5,3,2,1,2,1,13,-3,1,Russell Westbrook,False,Pre,LAC,0,5.05
22023,201566,22300731,2024-02-07,LAC vs. NOP,L,18,2,7,0.286,0,2,0.0,0,0,0.0,2,1,3,4,1,0,3,2,4,-12,1,Russell Westbrook,False,Pre,LAC,0,1.8000000000000003
22023,201566,22300749,2024-02-10,LAC vs. DET,W,28,5,10,0.5,2,4,0.5,1,2,0.5,0,3,3,2,1,0,1,1,13,10,1,Russell Westbrook,False,Pre,LAC,0,4.6
22023,201566,22300770,2024-02-12,LAC vs. MIN,L,29,3,11,0.273,1,5,0.2,4,5,0.8,0,2,2,3,2,0,1,2,11,-21,1,Russell Westbrook,False,Pre,LAC,0,4.15
22023,201566,22300789,2024-02-14,LAC @ GSW,W,31,6,14,0.429,0,3,0.0,3,5,0.6,4,1,5,6,1,0,2,2,15,8,1,Russell Westbrook,False,Pre,LAC,0,6.05
22023,201566,22300799,2024-02-22,LAC @ OKC,L,16,1,9,0.111,0,2,0.0,0,0,0.0,0,1,1,5,1,0,1,2,2,-11,1,Russell Westbrook,False,Pre,LAC,0,1.6
22023,201566,22300807,2024-02-23,LAC @ MEM,W,23,6,15,0.4,1,4,0.25,0,0,0.0,0,2,2,0,1,0,3,0,13,-2,1,Russell Westbrook,False,Pre,LAC,0,3.55
22023,201566,22300827,2024-02-25,LAC vs. SAC,L,18,3,10,0.3,0,2,0.0,2,2,1.0,1,3,4,2,1,0,1,1,8,10,1,Russell Westbrook,False,Pre,LAC,0,3.25
22023,201566,22300848,2024-02-28,LAC vs. LAL,L,17,3,9,0.333,0,2,0.0,2,2,1.0,1,1,2,3,3,0,1,5,8,3,1,Russell Westbrook,False,Pre,LAC,0,3.3499999999999996
22023,201566,22300865,2024-03-01,LAC vs. WAS,W,10,2,3,0.667,0,0,0.0,2,2,1.0,0,0,0,1,0,0,0,1,6,8,1,Russell Westbrook,False,Pre,LAC,0,1.9999999999999998
22023,201566,22301043,2024-03-25,LAC vs. IND,L,18,5,10,0.5,0,2,0.0,4,6,0.667,2,2,4,7,0,0,1,1,14,-2,1,Russell Westbrook,False,Pre,LAC,0,5.95
22023,201566,22301052,2024-03-27,LAC @ PHI,W,17,2,8,0.25,0,1,0.0,2,2,1.0,2,0,2,2,0,0,1,0,6,-6,1,Russell Westbrook,False,Pre,LAC,0,2.2499999999999996
22023,201566,22301064,2024-03-29,LAC @ ORL,W,18,2,6,0.333,0,1,0.0,1,2,0.5,2,1,3,5,1,0,2,1,5,3,1,Russell Westbrook,False,Pre,LAC,0,2.5500000000000003
22023,201566,22301079,2024-03-31,LAC @ CHA,W,20,4,6,0.667,0,0,0.0,3,4,0.75,2,3,5,4,2,0,3,1,11,9,1,Russell Westbrook,False,Pre,LAC,0,4.3
22023,201566,22301101,2024-04-02,LAC @ SAC,L,24,7,14,0.5,2,3,0.667,4,4,1.0,0,2,2,2,0,0,4,5,20,-14,1,Russell Westbrook,False,Pre,LAC,0,5.7
22023,201566,22301114,2024-04-04,LAC vs. DEN,W,24,4,9,0.444,0,2,0.0,4,4,1.0,1,5,6,5,1,1,2,1,12,8,1,Russell Westbrook,False,Pre,LAC,0,5.199999999999999
22023,201566,22301126,2024-04-05,LAC vs. UTA,W,21,8,11,0.727,1,1,1.0,0,1,0.0,0,5,5,4,2,0,5,2,17,10,1,Russell Westbrook,False,Pre,LAC,0,5.6
22023,201566,22301132,2024-04-07,LAC vs. CLE,W,25,3,9,0.333,0,2,0.0,2,2,1.0,2,5,7,6,1,1,2,2,8,18,1,Russell Westbrook,False,Pre,LAC,0,4.35
22023,201566,22301156,2024-04-09,LAC @ PHX,W,40,7,17,0.412,2,4,0.5,0,0,0.0,2,13,15,15,2,0,5,3,16,17,1,Russell Westbrook,False,Pre,LAC,0,9.0
22023,201566,22301184,2024-04-12,LAC vs. UTA,L,9,2,4,0.5,0,0,0.0,0,2,0.0,0,0,0,0,0,0,1,2,4,-2,1,Russell Westbrook,False,Pre,LAC,0,0.95

